threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.3574841022491455,0.1226,4030.0498,1.7939,0.3012,-0.001,0.0041,0.0021,0.0031,0.01,0.0018,0.0031,0.2826,skl_birch,churn_y.zip
0.5,50,10,1000.0,20,0.358367919921875,0.1226,4030.0498,1.7939,0.3012,-0.001,0.0041,0.0021,0.0031,0.01,0.0018,0.0031,0.2826,skl_birch,churn_y.zip
0.5,50,10,100.0,100,0.4176878929138183,0.1446,4106.4229,1.8085,0.3006,-0.0006,0.0028,0.0011,0.0021,0.0067,0.0012,0.0021,0.2807,skl_birch,churn_y.zip
0.5,50,10,100.0,20,0.3715226650238037,0.1226,4030.0498,1.7939,0.3012,-0.001,0.0041,0.0021,0.0031,0.01,0.0018,0.0031,0.2826,skl_birch,churn_y.zip
0.5,50,10,20.0,20,0.3835909366607666,0.1523,4261.3177,1.7467,0.2998,0.0,0.0027,0.001,0.002,0.0066,0.0012,0.002,0.2783,skl_birch,churn_y.zip
0.5,50,10,inf,100,0.3717057704925537,0.1226,4030.0498,1.7939,0.3012,-0.001,0.0041,0.0021,0.0031,0.01,0.0018,0.0031,0.2826,skl_birch,churn_y.zip
0.5,50,10,inf,20,0.6090385913848877,0.1226,4030.0498,1.7939,0.3012,-0.001,0.0041,0.0021,0.0031,0.01,0.0018,0.0031,0.2826,skl_birch,churn_y.zip
0.5,50,12,1000.0,100,0.3570060729980469,0.097,3485.595,2.0747,0.292,-0.0002,0.0042,0.0018,0.0029,0.0102,0.0017,0.0029,0.2567,skl_birch,churn_y.zip
0.5,50,12,1000.0,20,0.3549492359161377,0.097,3485.595,2.0747,0.292,-0.0002,0.0042,0.0018,0.0029,0.0102,0.0017,0.0029,0.2567,skl_birch,churn_y.zip
0.5,50,12,100.0,100,0.3648669719696045,0.1056,3482.4756,2.1642,0.2927,-0.0003,0.0036,0.0014,0.0025,0.0087,0.0015,0.0025,0.2588,skl_birch,churn_y.zip
0.5,50,12,100.0,20,0.3574233055114746,0.097,3485.595,2.0747,0.292,-0.0002,0.0042,0.0018,0.0029,0.0102,0.0017,0.0029,0.2567,skl_birch,churn_y.zip
0.5,50,12,20.0,20,0.422839879989624,0.1239,3628.0047,2.1246,0.2929,0.0006,0.0053,0.0026,0.0037,0.0129,0.0022,0.0037,0.2588,skl_birch,churn_y.zip
0.5,50,12,inf,100,0.356236457824707,0.097,3485.595,2.0747,0.292,-0.0002,0.0042,0.0018,0.0029,0.0102,0.0017,0.0029,0.2567,skl_birch,churn_y.zip
0.5,50,12,inf,20,0.3551719188690185,0.097,3485.595,2.0747,0.292,-0.0002,0.0042,0.0018,0.0029,0.0102,0.0017,0.0029,0.2567,skl_birch,churn_y.zip
0.5,50,2,1000.0,100,0.3583588600158691,0.542,7318.4333,0.6237,0.501,-0.0004,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6145,skl_birch,churn_y.zip
0.5,50,2,1000.0,20,0.3994951248168945,0.542,7318.4333,0.6237,0.501,-0.0004,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6145,skl_birch,churn_y.zip
0.5,50,2,100.0,100,0.3754527568817138,0.5289,6731.8728,0.6246,0.5069,-0.0001,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6216,skl_birch,churn_y.zip
0.5,50,2,100.0,20,0.3731040954589844,0.542,7318.4333,0.6237,0.501,-0.0004,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6145,skl_birch,churn_y.zip
0.5,50,2,20.0,20,0.3858578205108642,0.5016,5527.3072,0.6192,0.5243,-0.013,0.0008,0.0012,0.0015,0.0019,0.0012,0.0015,0.6445,skl_birch,churn_y.zip
0.5,50,2,inf,100,0.3597950935363769,0.542,7318.4333,0.6237,0.501,-0.0004,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6145,skl_birch,churn_y.zip
0.5,50,2,inf,20,0.356177806854248,0.542,7318.4333,0.6237,0.501,-0.0004,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6145,skl_birch,churn_y.zip
0.5,50,4,1000.0,100,0.3570253849029541,0.3716,6944.6504,0.8252,0.3792,-0.003,0.0008,0.0004,0.0009,0.0019,0.0006,0.0009,0.4435,skl_birch,churn_y.zip
0.5,50,4,1000.0,20,0.3593535423278808,0.3716,6944.6504,0.8252,0.3792,-0.003,0.0008,0.0004,0.0009,0.0019,0.0006,0.0009,0.4435,skl_birch,churn_y.zip
0.5,50,4,100.0,100,0.3611288070678711,0.3651,6771.5089,0.8937,0.3824,0.0039,0.0017,0.0014,0.0019,0.0042,0.0013,0.0019,0.4466,skl_birch,churn_y.zip
0.5,50,4,100.0,20,0.3603355884552002,0.3716,6944.6504,0.8252,0.3792,-0.003,0.0008,0.0004,0.0009,0.0019,0.0006,0.0009,0.4435,skl_birch,churn_y.zip
0.5,50,4,20.0,20,0.3855013847351074,0.3698,7001.5847,0.8892,0.3825,0.0051,0.0018,0.0015,0.002,0.0043,0.0013,0.002,0.4463,skl_birch,churn_y.zip
0.5,50,4,inf,100,0.3581352233886719,0.3716,6944.6504,0.8252,0.3792,-0.003,0.0008,0.0004,0.0009,0.0019,0.0006,0.0009,0.4435,skl_birch,churn_y.zip
0.5,50,4,inf,20,0.3593151569366455,0.3716,6944.6504,0.8252,0.3792,-0.003,0.0008,0.0004,0.0009,0.0019,0.0006,0.0009,0.4435,skl_birch,churn_y.zip
0.5,50,6,1000.0,100,0.4103565216064453,0.2698,6030.4798,1.1903,0.335,0.0016,0.0026,0.0017,0.0024,0.0063,0.0015,0.0024,0.3598,skl_birch,churn_y.zip
0.5,50,6,1000.0,20,0.3601982593536377,0.2698,6030.4798,1.1903,0.335,0.0016,0.0026,0.0017,0.0024,0.0063,0.0015,0.0024,0.3598,skl_birch,churn_y.zip
0.5,50,6,100.0,100,0.3615689277648926,0.2726,5881.8558,1.2237,0.3395,0.0024,0.0021,0.0013,0.0019,0.0051,0.0012,0.0019,0.3687,skl_birch,churn_y.zip
0.5,50,6,100.0,20,0.3637971878051758,0.2698,6030.4798,1.1903,0.335,0.0016,0.0026,0.0017,0.0024,0.0063,0.0015,0.0024,0.3598,skl_birch,churn_y.zip
0.5,50,6,20.0,20,0.3848402500152588,0.2639,6142.2316,1.1511,0.3366,-0.0007,0.0018,0.001,0.0017,0.0044,0.001,0.0017,0.3641,skl_birch,churn_y.zip
0.5,50,6,inf,100,0.3588085174560547,0.2698,6030.4798,1.1903,0.335,0.0016,0.0026,0.0017,0.0024,0.0063,0.0015,0.0024,0.3598,skl_birch,churn_y.zip
0.5,50,6,inf,20,0.3576679229736328,0.2698,6030.4798,1.1903,0.335,0.0016,0.0026,0.0017,0.0024,0.0063,0.0015,0.0024,0.3598,skl_birch,churn_y.zip
0.5,50,8,1000.0,100,0.3572185039520263,0.1765,4773.9333,1.5336,0.3149,-0.0016,0.0031,0.0017,0.0025,0.0075,0.0015,0.0025,0.317,skl_birch,churn_y.zip
0.5,50,8,1000.0,20,0.3831496238708496,0.1765,4773.9333,1.5336,0.3149,-0.0016,0.0031,0.0017,0.0025,0.0075,0.0015,0.0025,0.317,skl_birch,churn_y.zip
0.5,50,8,100.0,100,1.3322997093200684,0.1872,4952.1191,1.4435,0.3127,-0.0014,0.0024,0.0011,0.0019,0.0058,0.0012,0.0019,0.3117,skl_birch,churn_y.zip
0.5,50,8,100.0,20,0.3592028617858886,0.1765,4773.9333,1.5336,0.3149,-0.0016,0.0031,0.0017,0.0025,0.0075,0.0015,0.0025,0.317,skl_birch,churn_y.zip
0.5,50,8,20.0,20,0.3898606300354004,0.2046,4938.4973,1.5196,0.3186,0.0029,0.002,0.0008,0.0017,0.0049,0.001,0.0017,0.3233,skl_birch,churn_y.zip
0.5,50,8,inf,100,0.3713889122009277,0.1765,4773.9333,1.5336,0.3149,-0.0016,0.0031,0.0017,0.0025,0.0075,0.0015,0.0025,0.317,skl_birch,churn_y.zip
0.5,50,8,inf,20,0.3578276634216308,0.1765,4773.9333,1.5336,0.3149,-0.0016,0.0031,0.0017,0.0025,0.0075,0.0015,0.0025,0.317,skl_birch,churn_y.zip
